row_key,excel_row,item_id,setor,cotacao,data_cotacao,pedido,data_pedido,fornecedor,produto,quantidade,valor,origem,status_compra,disciplina,observacao,source,metadata
xlsx-25-05-26-r0145,145,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,REJUNTE EXTRA FINO 1KG,5.0,99.1,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 145, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0146,146,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,TUBO PVC ESGOTO 40MM,1.0,76.38,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 146, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0147,147,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,TE SOLDAVEL C/ BUCHA LATAO 90º RE. 25MM X 3/4,2.0,26.98,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 147, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0148,148,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,JOELHO 90° SOLD BC LT 25MM X 1/2,10.0,54.0,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 148, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0149,149,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,REVESTIMENTO 33 X60CM P/ BANHEIRO,32.32,872.32,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 149, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0150,150,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,CUNHA P/ NIVELAMENTO BASÍCO SACOS C/50 UNID.,10.0,105.6,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 150, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0151,151,04,SETOR 4 - SALA DA QUALIDADE,26495,2025-07-11,38291,2025-07-11,COMERCIAL TJ ELETRICA E HIDRAULICA,"CIRANDA P/ MINERAL 1,20 MT",1.0,135.0,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 151, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0152,152,04,SETOR 4 - SALA DA QUALIDADE,26857,2025-07-16,38342,2025-07-16,COMERCIAL TJ ELETRICA E HIDRAULICA,SACO DE CIMENTO CPIII,35.0,1195.25,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 152, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0153,153,04,SETOR 4 - SALA DA QUALIDADE,26857,2025-07-16,38342,2025-07-16,COMERCIAL TJ ELETRICA E HIDRAULICA,LIGA PARAISO ( SACO 20KG),25.0,242.0,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 153, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0154,154,04,SETOR 4 - SALA DA QUALIDADE,26972,2025-07-17,38553,2025-07-28,COTIMA COMERCIO DE TINTAS MACAE LTDA,MASSA CORRIDA 25KG,15.0,511.65,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 154, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0155,155,04,SETOR 4 - SALA DA QUALIDADE,26972,2025-07-17,38553,2025-07-28,COTIMA COMERCIO DE TINTAS MACAE LTDA,SELADOR DE ACRILICO,2.0,284.8,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 155, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0156,156,04,SETOR 4 - SALA DA QUALIDADE,27089,2025-07-23,38593,2025-07-30,APTEX COMERCIO DE MOVEIS DE ESCRITÓRIO EIRELLI,SERVIÇO DE INSTALAÇÃO FORRO E DRYWALL,1.0,47887.0,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 156, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0157,157,04,SETOR 4 - SALA DA QUALIDADE,27381,2025-08-14,38896,2025-08-18,COTIMA COMERCIO DE TINTAS MACAE LTDA,MASSA CORRIDA 25KG,8.0,969.36,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 157, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0158,158,04,SETOR 4 - SALA DA QUALIDADE,27381,2025-08-14,38896,2025-08-18,COTIMA COMERCIO DE TINTAS MACAE LTDA,LIXA P/ PAREDE 150,30.0,27.6,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 158, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0159,159,04,SETOR 4 - SALA DA QUALIDADE,27381,2025-08-14,38896,2025-08-18,COTIMA COMERCIO DE TINTAS MACAE LTDA,LIXA P/ MADEIRA 180,30.0,27.9,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 159, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0160,160,04,SETOR 4 - SALA DA QUALIDADE,27381,2025-08-14,38896,2025-08-18,COTIMA COMERCIO DE TINTAS MACAE LTDA,TINTA ACRILICA CORAL COR: BRANCA 18LT,2.0,859.88,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 160, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0161,161,04,SETOR 4 - SALA DA QUALIDADE,27381,2025-08-14,38896,2025-08-18,COTIMA COMERCIO DE TINTAS MACAE LTDA,MASSA ACRILICA 25KG,2.0,541.32,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 161, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0162,162,04,SETOR 4 - SALA DA QUALIDADE,27465,2025-08-21,38994,2025-08-22,A M DE SOUZA GOMES COMER DE FERRAM LTDA ­ ME,SERRA MARMORE,1.0,467.39,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 162, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0163,163,04,SETOR 4 - SALA DA QUALIDADE,27610,2025-09-02,39196,2025-09-03,APC DISTRIBUIDORA DE TINTAS LTDA,LIXA P/ MADEIRA 180,10.0,5.3,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 163, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0164,164,04,SETOR 4 - SALA DA QUALIDADE,27610,2025-09-02,39196,2025-09-03,APC DISTRIBUIDORA DE TINTAS LTDA,TINTA ACRILICA CORAL COR: BRANCA 18LT,1.0,354.15,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 164, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0165,165,04,SETOR 4 - SALA DA QUALIDADE,27610,2025-09-02,39196,2025-09-03,APC DISTRIBUIDORA DE TINTAS LTDA,"TINTA ESMALTE SINTETICO BASE AGUA FOSCO BRANCO 3,6L",3.6,131.73,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 165, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0166,166,04,SETOR 4 - SALA DA QUALIDADE,27610,2025-09-02,39196,2025-09-03,APC DISTRIBUIDORA DE TINTAS LTDA,LIXA P/ PAREDE 150,10.0,5.3,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 166, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0167,167,04,SETOR 4 - SALA DA QUALIDADE,27656,2025-09-03,39258,2025-09-05,GVR UTILIDADES DO LAR LTDA,UTENSILIOS DOMESTICO,2.0,15.8,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 167, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0168,168,04,SETOR 4 - SALA DA QUALIDADE,27656,2025-09-03,39259,2025-09-05,DISCAPEL RECREIO COMERCIO VAREJISTA E ATACADISTA L,UTENSILIOS DOMESTICO,1.0,44.05,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 168, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0169,169,04,SETOR 4 - SALA DA QUALIDADE,28190,2025-10-20,41867,2026-01-13,E G ALVARENGA MOVEIS PLANEJADOS,SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO,1.0,3055.0,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 169, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0170,170,04,SETOR 4 - SALA DA QUALIDADE,29530,2025-11-19,41271,2025-12-15,A M DE SOUZA GOMES COMER DE FERRAM LTDA ­ ME,FITA ANTIDERRAPANTE LIXA AUTOADESIVA ZEBRADA AMARELA E PRETA TIPO LIXA 50MMX20MTS,2.0,273.38,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 170, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0171,171,04,SETOR 4 - SALA EPI,26865,2025-07-16,38459,2025-07-23,LAGOS TELHAS LTDA,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M",30.0,6819.66,BRASIL,Comprado,AMPLIAÇÃO SMS,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 171, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0172,172,04,SETOR 4 - SALA EPI,27688,2025-09-12,39473,2025-09-18,CASA BELLA DE MACAE MATERIAL DE CONSTRUCAO LTDA,SACO DE CIMENTO CPIII,11.0,346.5,BRASIL,Comprado,AMPLIAÇÃO SMS,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 172, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0173,173,06A,SETOR 6A,28415,2025-10-28,40711,2025-11-18,J B DISTRIBUIDORA DE EMBALAGENS E PRODUTOS EM GERA,TAMBOR METÁLICO 200 LITROS (VAZIO),20.0,1800.0,BRASIL,Comprado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 173, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0174,174,06,SETOR 6,24461,2025-02-17,36065,2025-02-21,DINAMICA NEGOCIOS E SERVICOS LTDA,SACO DE CIMENTO CPIII,8.0,284.0,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 174, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0175,175,06,SETOR 6,,2025-09-02,,,ANCO BLAST Equipamentos,Câmara de trabalho em chapa de aço carbono,1.0,396880.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 175, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0176,176,06,SETOR 6,,2025-09-03,,,ANCO BLAST Equipamentos,Revestimento interno da câmara de trabalho,1.0,48667.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 176, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0177,177,06,SETOR 6,,2025-09-04,,,ANCO BLAST Equipamentos,Portas e batentes de fixação,1.0,66960.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 177, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0178,178,06,SETOR 6,,2025-09-05,,,ANCO BLAST Equipamentos,Luminárias para câmara de trabalho (21 unidades),21.0,47481.0,BRASIL,Orçamento não Aprovado,ELÉTRICA,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 178, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0179,179,06,SETOR 6,,2025-09-06,,,ANCO BLAST Equipamentos,Sistema transportador vertical – elevador de canecas 6030,1.0,56325.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 179, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0180,180,06,SETOR 6,,2025-09-07,,,ANCO BLAST Equipamentos,Separador de abrasivos,1.0,30427.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 180, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0181,181,06,SETOR 6,,2025-09-08,,,ANCO BLAST Equipamentos,Cavalete,1.0,7061.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 181, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0182,182,06,SETOR 6,,2025-09-09,,,ANCO BLAST Equipamentos,Silos de armazenagem 150 litros cada (02 unidades),2.0,8130.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 182, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0183,183,06,SETOR 6,,2025-09-10,,,ANCO BLAST Equipamentos,Máquinas de jato com acessórios e E.P.I (02 unidades),2.0,78538.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 183, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0184,184,06,SETOR 6,,2025-09-11,,,ANCO BLAST Equipamentos,Quadro elétrico e de comando,1.0,48246.0,BRASIL,Orçamento não Aprovado,ELÉTRICA,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 184, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0185,185,06,SETOR 6,,2025-09-12,,,ANCO BLAST Equipamentos,Vagoneta de movimentação peças,1.0,59530.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 185, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0186,186,06,SETOR 6,41869,2026-02-12,42517,2026-02-24,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,AMPLIAÇÃO DA CABINE DE JATO,1.0,25000.0,BRASIL,Comprado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 186, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0187,187,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Sistema transportador vertical – elevador de canecas 6630,1.0,62108.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 187, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0188,188,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Separador de abrasivos,1.0,31948.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 188, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0189,189,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Cavalete,1.0,7414.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 189, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0190,190,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Silos de armazenagem 150 litros cada (02 unidades),2.0,8536.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 190, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0191,191,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Máquinas de jato com acessórios e E.P.I (02 unidades),2.0,82465.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 191, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0192,192,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Coletor de pó DC 02 com exaustor,1.0,39657.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 192, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0193,193,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 1,Quadro elétrico e de comando,1.0,36078.0,BRASIL,Orçamento não Aprovado,ELÉTRICA,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 193, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0194,194,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Sistema transportador vertical – elevador de canecas 7030,1.0,64544.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 194, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0195,195,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Separador de abrasivos,1.0,31948.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 195, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0196,196,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Cavalete com silo 800 litros,1.0,35484.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 196, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0197,197,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Silos de armazenagem 150 litros cada (02 unidades),2.0,8536.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 197, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0198,198,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Máquinas de jato com acessórios e E.P.I (02 unidades),2.0,82465.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 198, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0199,199,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Coletor de pó DC 02 com exaustor,1.0,39657.0,BRASIL,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 199, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0200,200,06,SETOR 6,,2026-09-02,,,ANCO BLAST Equipamentos - opção 2,Quadro elétrico e de comando,1.0,36078.0,BRASIL,Orçamento não Aprovado,ELÉTRICA,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 200, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0201,201,07,SETOR 7,,,,,SORDI,FORNECIMENTO DE MÃO DE OBRA E EQUIPAMENTOS PARA EXECUÇÃO DE PROJETO ESTRUTURAL DE PÓRTICO,1.0,13915.66,BRASIL,Cancelado,PROJETO,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 201, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0202,202,07A,SETOR 7A,,,,,AWC SOL ENGENHARIA,GALPÃO PRÉ-MOLDADOS - ESTRUTURA (GALPÃO),1.0,148500.0,BRASIL,Cancelado,ESTRUTURAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 202, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0203,203,07A,SETOR 7A,,,,,AWC SOL ENGENHARIA,GALPÃO PRÉ-MOLDADOS - TELHA,1.0,15282.42,BRASIL,Cancelado,ESTRUTURAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 203, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0204,204,07A,SETOR 7A,,,,,AWC SOL ENGENHARIA,GALPÃO PRÉ-MOLDADOS - PAINÉIS DE FECHAMENTO,1.0,109200.0,BRASIL,Cancelado,ESTRUTURAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 204, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0205,205,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,COLUNA DE FERRO 5/16 20X7,18.0,1782.0,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 205, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0206,206,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,PEDRA BRITADA,3.0,597.0,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 206, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0207,207,07B,SETOR 7B,41850,2026-02-19,42699,2026-03-03,EDFER - COMERCIO DE FERRO E ACO LTDA,"PERFIL AC U SIMPLES 5"" 130 X 40 X 2,65 ESP",60.0,1937.9999999999998,BRASIL,Comprado,ESTRUTURAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 207, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0208,208,07B,SETOR 7B,41850,2026-02-19,42693,2026-03-03,LAGOS TELHAS LTDA,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M",15.0,4132.8,BRASIL,Comprado,ESTRUTURAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 208, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0209,209,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,RADIES 5/16 70X70,4.0,159.6,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 209, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0210,210,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,MALHA 3.4 Q.61 15 X 15 3 X 2,15.0,1198.5,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 210, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0211,211,07B,SETOR 7B,41850,2026-02-19,,,,BETONEIRA 400L PRIME C/MOTOR MONO 2CV 220V 60HZ 4P C/KIT SEGURANCA BIVOLT,1.0,0.0,BRASIL,Em Orçamento,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 211, ""original_status"": ""Em Orçamento""}"
xlsx-25-05-26-r0212,212,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,SACO DE CIMENTO CPIII,25.0,997.5,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 212, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0213,213,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,AREIA,4.0,596.0,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 213, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0214,214,07B,SETOR 7B,41850,2026-02-19,42692,2026-03-03,RIOS & CORTES LTDA,CARRINHO DE MAO,1.0,179.0,BRASIL,Comprado,CIVIL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 214, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0215,215,07C,SETOR 7C,,,,,ENTER,CONSTRUÇÃO DO LABORATORIO - OPÇÃO 1,1.0,38376.75,BRASIL,Em Orçamento,ESTRUTURAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 215, ""original_status"": ""Em Orçamento""}"
