row_key,excel_row,item_id,setor,cotacao,data_cotacao,pedido,data_pedido,fornecedor,produto,quantidade,valor,origem,status_compra,disciplina,observacao,source,metadata
xlsx-25-05-26-r0072,72,04,SETOR 4,,2025-12-01,,,FEIDA,MÁQUINA DE SOLDA MIG – MIG-300,1.0,2916.38,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 72, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0073,73,04,SETOR 4,,2025-12-01,,,KAITAI,MÁQUINA DE SOLDA TIG AC/DC – TIG-250AC/DC,1.0,2184.39,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 73, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0074,74,04,SETOR 4,,2025-12-01,,,KAITAI,MÁQUINA DE SOLDA MIG – MIG 350H,1.0,3413.12,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 74, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0075,75,04,SETOR 4,,2025-12-01,,,ANHUI HUAXIA,GUILHOTINA HIDRÁULICA – QC11K-16X2500,1.0,152907.76,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 75, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0076,76,04,SETOR 4,,2025-12-01,,,CNC RADIAL DRILLING,FURADEIRA RADIAL – Z3040*10,1.0,27304.97,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 76, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0077,77,04,SETOR 4,,2025-12-01,,,JIANGSU BOHUI MACHINERY,SUPORTE DE TUBO COM RODAS – PIPE JACK STAND WITH WHEELS-BRACKET/11 07,1.0,698.29,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 77, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0078,78,04,SETOR 4,,2025-12-01,,,JIANGSU BOHUI MACHINERY,SUPORTE DE TUBO – PIPE SUPPORT STAND-BRACKET/11 07R,1.0,262.09,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 78, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0079,79,04,SETOR 4,,2025-12-01,,,HANGZHOU DOWELD PIPING TECHNOLOGY CO.,CHANFRO MÁQUINA – BEVELING-WPP252-1,1.0,7611.26,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 79, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0080,80,04,SETOR 4,,2025-12-01,,,HANGZHOU DOWELD PIPING TECHNOLOGY CO.,CHANFRO MÁQUINA – BEVELING-M42,1.0,266.23,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 80, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0081,81,04,SETOR 4,,2025-12-01,,,HANGZHOU DOWELD PIPING TECHNOLOGY CO.,CHANFRO MÁQUINA – BEVELING-WPE-352,1.0,8880.99,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 81, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0082,82,04,SETOR 4,,2025-12-01,,,HANGZHOU DOWELD PIPING TECHNOLOGY CO.,CHANFRO MÁQUINA – BEVELING-M42,1.0,266.23,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 82, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0083,83,04,SETOR 4,,2025-12-01,,,HANGZHOU DOWELD PIPING TECHNOLOGY CO.,CHANFRO MÁQUINA – BEVELING-WPP120,1.0,5290.38,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 83, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0084,84,04,SETOR 4,,2025-12-01,,,HANGZHOU DOWELD PIPING TECHNOLOGY CO.,CHANFRO MÁQUINA – BEVELING-M42,1.0,266.23,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 84, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0085,85,04,SETOR 4,,2025-12-01,,,FOSHAN JUNDELONG MACHINERY EQUIPMENT,MÁQUINA DE CORTE DE TUBO – PIPE CUTTING-JD-300,1.0,4778.33,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 85, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0086,86,04,SETOR 4,,2025-12-01,,,WINCOO ENGINEERING CO.,MÁQUINA DE CHANFRO DE TUBO – PIPE BEVELING-WG2-11,1.0,3850.0,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 86, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0087,87,04,SETOR 4,,2025-12-18,,,MUTIAN -,PORTICO ELÉTRICO,1.0,13523.13,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 87, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0088,88,04,SETOR 4,,2025-12-18,,,NANJIE -,CARRINHO ELÉTRICO,1.0,3839.89,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 88, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0089,89,04,SETOR 4,,2025-12-18,,,HUAYUAN -,PONTE ROLANTE,1.0,73323.25,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 89, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0090,90,04,SETOR 4,,2025-12-18,,,PEISA -,PORTICO ELÉTRICO,1.0,6707.66,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 90, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0091,91,04,SETOR 4,,2025-12-18,,,WUXI DATANG DLH0810 -,MANIPULADOR DE SOLDAGEM,1.0,64410.02,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 91, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0092,92,04,SETOR 4,,2025-12-18,,,WUXI DATANG DLH1520 -,MANIPULADOR DE SOLDAGEM,1.0,172045.53,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 92, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0093,93,04,SETOR 4,,2025-12-18,,,WUXI DATANG HB12 -,POSICIONADOR DE SOLDAGEM,1.0,779413.25,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 93, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0094,94,04,SETOR 4,,2025-12-18,,,WUXI DATANG -,KIT DE PEÇAS DE REPOSIÇÃO,1.0,48683.25,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 94, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0095,95,04,SETOR 4,,2025-12-18,,,ACME 6036TKA -,MÁQUINA DE CORTE LASER DE TUBO,1.0,1429312.5,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 95, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0096,96,04,SETOR 4,,2025-12-18,,,ACME 6055TKA,MÁQUINA DE CORTE LASER DE TUBO,1.0,1944250.0,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 96, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0097,97,04,SETOR 4,,2025-12-18,,,HONHNIU HN6036SN,MÁQUINA DE CORTE LASER DE TUBO FIBRA,1.0,1266650.0,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 97, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0098,98,04,SETOR 4,,2025-12-18,,,SENFENG SF6035GST,MÁQUINA DE CORTE LASER DE TUBO,1.0,2204125.0,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 98, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0099,99,04,SETOR 4,,2025-12-18,,,WUXI DATANG,POSICIONADOR DE SOLDA – WELDING POSITIONER,1.0,16177.6,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 99, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0100,100,04,SETOR 4,,2025-12-18,,,WUXI DATANG,VIRADOR DE SOLDA LEVE – LIGHT WELDING ROTATOR,1.0,72758.46,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 100, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0101,101,04,SETOR 4,,2025-12-18,,,WUXI DATANG,VIRADOR DE SOLDA COM FUSO AJUSTÁVEL – LEAD SCREW ADJUSTABLE WELDING ROTATOR,1.0,239265.57,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 101, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0102,102,04,SETOR 4,,2025-12-18,,,WUXI DATANG,MANIPULADOR DE SOLDA TIPO PEQUENO – SMALL TYPE WELDING MANIPULATOR,1.0,75314.28,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 102, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0103,103,04,SETOR 4,,2025-12-18,,,WUXI DATANG,MÁQUINA DE CORTE CNC PLASMA COM CHANFRO – CNC PLASMA BEVEL CUTTING MACHINE,1.0,362840.75,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 103, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0104,104,04,SETOR 4,,2025-12-18,,,WUXI DATANG,PEÇAS DE REPOSIÇÃO PARA 1 ANO – ONE YEAR SPARE,1.0,57241.61,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 104, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0105,105,04,SETOR 4,,2025-12-18,,,QIANSHAN,MÁQUINA CNC CORTE DE PERFIL DE TUBO FLAME/PLASMA – CNC FLAME/PLASMA PIPE PROFILE CUTTING MACHINE,1.0,842867.22,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 105, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0106,106,04,SETOR 4,,2025-12-18,,,QIANSHAN,MÁQUINA CNC CORTE DE PERFIL DE TUBO PLASMA – CNC PLASMA PIPE PROFILE CUTTING MACHINE,1.0,570974.54,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 106, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0107,107,04,SETOR 4,,2025-12-18,,,LIAOLING HUAYUAN,PONTE ROLANTE DE VIGA SIMPLES – 3 TONELADAS,1.0,497253.58,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 107, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0108,108,04,SETOR 4,,2025-12-18,,,TXK,GUINDASTE COM GANCHO – HOOK CRANE,1.0,7585.85,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 108, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0109,109,04,SETOR 4,,2025-12-18,,,TXK,GUINDASTE COM GANCHO – HOOK CRANE,1.0,9054.05,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 109, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0110,110,04,SETOR 4,,2025-12-18,,,LUZHONG,FURADEIRA RADIAL,1.0,25829.84,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 110, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0111,111,04,SETOR 4,,2025-12-18,,,BETTER,PALETEIRA ELÉTRICA – 2 METROS / 2 TONELADAS,1.0,233827.73,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 111, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0112,112,04,SETOR 4,,2025-12-18,,,BOHUI MACHINERY,SUPORTE DE TUBO,1.0,18896.57,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 112, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0113,113,06,SETOR 6,,2025-12-18,,,PUHUA GROUP,CABINE DE JATEAMENTO COM RECUPERAÇÃO – RECOVERY SAND BLASTING BOOTH,1.0,419802.27,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 113, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0114,114,06,SETOR 6,,2025-12-18,,,QINGGONG,CABINE DE JATEAMENTO COM RECUPERAÇÃO – RECOVERY SAND BLASTING BOOTH,1.0,774894.02,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 114, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0115,115,04,SETOR 4,,2025-12-18,,,HUAGONG,CORTE A LASER & BISEL – LASER CUT & BEZEL,1.0,2127560.05,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 115, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0116,116,04,SETOR 4,,2025-12-18,,,HUAGONG,CORTE A LASER & BISEL – LASER CUT & BEZEL,1.0,2175141.24,CHINA,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 116, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0117,117,04,SETOR 4,,2025-12-18,,,NUOMAN,PALETEIRA ELETRICA 2 TON - ELECTRIC STACKER,1.0,44467.5,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 117, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0118,118,04,SETOR 4,,2025-12-18,,,FABRICANTE - CHINA,PATRELEIRA PORTA PALLET PARA O ESTOQUE,25.0,55362.037500000006,CHINA,Orçamento não Aprovado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 118, ""original_status"": ""Orçamento não Apravado""}"
xlsx-25-05-26-r0119,119,04,SETOR 4,,2026-02-05,,,SILBER DO BRASIL,MAQUINA DE CORTE E BISEL CNC PLASMA,1.0,615000.0,BRASIL,Cancelado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 119, ""original_status"": ""Cancelado""}"
xlsx-25-05-26-r0120,120,02,SETOR 2,41750,2026-02-10,42355,2026-02-10,LANSUN - CHINA,MAQUINA DE CORTE E BISEL CNC PLASMA LANSUN ZLQ-54G,1.0,172012.5,CHINA,Comprado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 120, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0121,121,04,SETOR 4,41750,2026-02-12,42390,2026-02-12,WUXI HALDEN,ROLETES PARA SOLDA CR1 E CR3,1.0,43594.0725,CHINA,Comprado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 121, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0122,122,04,SETOR 4,41779,2026-02-13,42412,2026-02-20,COPERFERRO,BANCADAS METALICAS - FABRICA,1.0,38688.0,BRASIL,Comprado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 122, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0123,123,02,SETOR 2,41907,,42550,2026-02-25,LANSUN - CHINA,ACESSORIOS DIVERSOS DA CNC CORTE PLASMA,1.0,11464.86,CHINA,Comprado,OPERACIONAL,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 123, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0124,124,04,SETOR 4,,,,,PROJECARD,PROJETO ESTRUTURAL PARA PONTE ROLANTE + PROJETO,40.0,21960.0,BRASIL,Em Orçamento,PROJETO,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 124, ""original_status"": ""Em Orçamento""}"
xlsx-25-05-26-r0125,125,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,BLOCO DE ESPUMA P/ CAMURÇA,5.0,30.8,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 125, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0126,126,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,AREIA,8.0,1126.4,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 126, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0127,127,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,LIGA PARAISO ( SACO 20KG),15.0,145.2,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 127, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0128,128,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,CARRINHO DE MAO,1.0,152.68,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 128, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0129,129,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,DESEMPENADEIRA PLASTICA 12X28 CM,1.0,13.28,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 129, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0130,130,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,DESEMPENADEIRA MADEIRA 19X29 CM,1.0,24.08,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 130, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0131,131,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38010,2025-06-26,MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO,"REGUA DE ALUMINIO 2,5M",1.0,54.96,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 131, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0132,132,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,ESPAÇADOR NIVELADOR 2MM SACOS C/ 50 UNID.,10.0,243.84,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 132, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0133,133,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,REJUNTE QUARTZOLIT P/ PORCELANATO 1KG,15.0,199.47,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 133, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0134,134,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,ARGAMASSA,10.0,197.9,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 134, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0135,135,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,SIFAO SANFONADO UNIVERSAL BRANCO,4.0,19.36,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 135, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0136,136,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,JOELHO ESGOTO 40X45,4.0,8.04,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 136, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0137,137,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,PORCELANATO,130.83,6474.78,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 137, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0138,138,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,LAVATORIO 53CM BRANCO,1.0,232.4,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 138, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0139,139,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,JOELHO 90° PVC SOLDAVEL 25 MM,10.0,6.9,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 139, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0140,140,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,REGISTRO SOLDAVEL PVC 25MM,2.0,30.24,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 140, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0141,141,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,VALVULA LAVATORIO C/ PORTAL METAL 7CM,1.0,8.31,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 141, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0142,142,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,DUCHA HIGIENICA,3.0,346.08,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 142, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0143,143,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,ENGATE FLEXÍVEL PVC DE 50CM,5.0,31.4,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 143, ""original_status"": ""Comprado""}"
xlsx-25-05-26-r0144,144,04,SETOR 4 - SALA DA QUALIDADE,25612,2025-06-19,38011,2025-06-26,MYSA S/A,TORNEIRA LAVATÓRIO AUTOMÁTICA,1.0,183.59,BRASIL,Comprado,AMPLIAÇÃO CQ,,Melhorias base STEP 25-05-26.xlsx,"{""source_sheet"": ""Custos x Execução"", ""source_row"": 144, ""original_status"": ""Comprado""}"
