,,,,,,,,,,,
,,,,,,,Comprado,#NAME?,Setor, ,5.5
,,,,,,,Tota Orçado,#NAME?,23281362.249999996,custo de importação,1.5
,,,,,,,,,,,
SETOR,COTACAO,"DT
COTACAO",PEDIDO,"DT
PEDIDO",FORNECEDOR ,PRODUTO,"QT
PEDIDA",VALOR,ORIGEM,"STATUS DA 
COMRPA ",DISCIPLINA
SETOR 4 - SALA DA QUALIDADE ,25612,45827,38011,45834,MYSA S/A,REJUNTE EXTRA FINO 1KG,5,99.1,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,25612,45827,38011,45834,MYSA S/A,TUBO PVC ESGOTO 40MM,1,76.38,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,25612,45827,38011,45834,MYSA S/A,TE SOLDAVEL C/ BUCHA LATAO 90º RE. 25MM X 3/4,2,26.98,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,25612,45827,38011,45834,MYSA S/A,JOELHO 90° SOLD BC LT 25MM X 1/2,10,54,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,25612,45827,38011,45834,MYSA S/A,REVESTIMENTO 33 X60CM P/ BANHEIRO,32.32,872.32,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,25612,45827,38011,45834,MYSA S/A,CUNHA P/ NIVELAMENTO BASÍCO SACOS C/50 UNID.,10,105.6,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,26495,45849,38291,45849,COMERCIAL TJ ELETRICA E HIDRAULICA,"CIRANDA P/ MINERAL 1,20 MT",1,135,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,26857,45854,38342,45854,COMERCIAL TJ ELETRICA E HIDRAULICA,SACO DE CIMENTO CPIII,35,1195.25,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,26857,45854,38342,45854,COMERCIAL TJ ELETRICA E HIDRAULICA,LIGA PARAISO ( SACO 20KG),25,242,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,26972,45855,38553,45866,COTIMA COMERCIO DE TINTAS MACAE LTDA,MASSA CORRIDA 25KG,15,511.65,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,26972,45855,38553,45866,COTIMA COMERCIO DE TINTAS MACAE LTDA,SELADOR DE ACRILICO,2,284.8,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27089,45861,38593,45868,APTEX COMERCIO DE MOVEIS DE ESCRITÓRIO EIRELLI,SERVIÇO DE INSTALAÇÃO FORRO E DRYWALL,1,47887,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27381,45883,38896,45887,COTIMA COMERCIO DE TINTAS MACAE LTDA,MASSA CORRIDA 25KG,8,969.36,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27381,45883,38896,45887,COTIMA COMERCIO DE TINTAS MACAE LTDA,LIXA P/ PAREDE 150,30,27.6,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27381,45883,38896,45887,COTIMA COMERCIO DE TINTAS MACAE LTDA,LIXA P/ MADEIRA 180,30,27.9,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27381,45883,38896,45887,COTIMA COMERCIO DE TINTAS MACAE LTDA,TINTA ACRILICA CORAL COR: BRANCA 18LT,2,859.88,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27381,45883,38896,45887,COTIMA COMERCIO DE TINTAS MACAE LTDA,MASSA ACRILICA 25KG,2,541.32,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27465,45890,38994,45891,A M DE SOUZA GOMES COMER DE FERRAM LTDA ­ ME ,SERRA MARMORE,1,467.39,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27610,45902,39196,45903,APC DISTRIBUIDORA DE TINTAS LTDA,LIXA P/ MADEIRA 180,10,5.3,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27610,45902,39196,45903,APC DISTRIBUIDORA DE TINTAS LTDA,TINTA ACRILICA CORAL COR: BRANCA 18LT,1,354.15,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27610,45902,39196,45903,APC DISTRIBUIDORA DE TINTAS LTDA,"TINTA ESMALTE SINTETICO BASE AGUA FOSCO BRANCO 3,6L",3.6,131.73,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27610,45902,39196,45903,APC DISTRIBUIDORA DE TINTAS LTDA,LIXA P/ PAREDE 150,10,5.3,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27656,45903,39258,45905,GVR UTILIDADES DO LAR LTDA,UTENSILIOS DOMESTICO,2,15.8,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,27656,45903,39259,45905,DISCAPEL RECREIO COMERCIO VAREJISTA E ATACADISTA L,UTENSILIOS DOMESTICO,1,44.05,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,28190,45950,41867,46035,E G ALVARENGA MOVEIS PLANEJADOS,SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO,1,3055,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA DA QUALIDADE ,29530,45980,41271,46006,A M DE SOUZA GOMES COMER DE FERRAM LTDA ­ ME ,FITA ANTIDERRAPANTE LIXA AUTOADESIVA ZEBRADA AMARELA E PRETA TIPO LIXA 50MMX20MTS,2,273.38,BRASIL,Comprado,AMPLIAÇÃO CQ
SETOR 4 - SALA EPI,26865,45854,38459,45861,LAGOS TELHAS LTDA,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M",30,6819.66,BRASIL,Comprado,AMPLIAÇÃO SMS
SETOR 4 - SALA EPI,27688,45912,39473,45918,CASA BELLA DE MACAE MATERIAL DE CONSTRUCAO LTDA,SACO DE CIMENTO CPIII,11,346.5,BRASIL,Comprado,AMPLIAÇÃO SMS
SETOR 6A,28415,45958,40711,45979,J B DISTRIBUIDORA DE EMBALAGENS E PRODUTOS EM GERA,TAMBOR METÁLICO 200 LITROS (VAZIO),20,1800,BRASIL,Comprado,OPERACIONAL
SETOR 6,24461,45705,36065,45709,DINAMICA NEGOCIOS E SERVICOS LTDA,SACO DE CIMENTO CPIII,8,284,BRASIL,Comprado,CIVIL
SETOR 6,,45902,,,ANCO BLAST Equipamentos,Câmara de trabalho em chapa de aço carbono,1,396880,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45903,,,ANCO BLAST Equipamentos,Revestimento interno da câmara de trabalho,1,48667,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45904,,,ANCO BLAST Equipamentos,Portas e batentes de fixação,1,66960,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45905,,,ANCO BLAST Equipamentos,Luminárias para câmara de trabalho (21 unidades),21,47481,BRASIL,Orçamento não Apravado,ELÉTRICA
SETOR 6,,45906,,,ANCO BLAST Equipamentos,Sistema transportador vertical – elevador de canecas 6030,1,56325,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45907,,,ANCO BLAST Equipamentos,Separador de abrasivos,1,30427,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45908,,,ANCO BLAST Equipamentos,Cavalete,1,7061,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45909,,,ANCO BLAST Equipamentos,Silos de armazenagem 150 litros cada (02 unidades),2,8130,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45910,,,ANCO BLAST Equipamentos,Máquinas de jato com acessórios e E.P.I (02 unidades),2,78538,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,45911,,,ANCO BLAST Equipamentos,Quadro elétrico e de comando,1,48246,BRASIL,Orçamento não Apravado,ELÉTRICA
SETOR 6,,45912,,,ANCO BLAST Equipamentos,Vagoneta de movimentação peças,1,59530,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,41869,46065,42517,46077,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,AMPLIAÇÃO DA CABINE DE JATO,1,25000,BRASIL,Comprado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Sistema transportador vertical – elevador de canecas 6630,1,62108,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Separador de abrasivos,1,31948,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Cavalete,1,7414,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Silos de armazenagem 150 litros cada (02 unidades),2,8536,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Máquinas de jato com acessórios e E.P.I (02 unidades),2,82465,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Coletor de pó DC 02 com exaustor,1,39657,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 1,Quadro elétrico e de comando,1,36078,BRASIL,Orçamento não Apravado,ELÉTRICA
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Sistema transportador vertical – elevador de canecas 7030,1,64544,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Separador de abrasivos,1,31948,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Cavalete com silo 800 litros,1,35484,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Silos de armazenagem 150 litros cada (02 unidades),2,8536,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Máquinas de jato com acessórios e E.P.I (02 unidades),2,82465,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Coletor de pó DC 02 com exaustor,1,39657,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 6,,46267,,,ANCO BLAST Equipamentos - opção 2,Quadro elétrico e de comando,1,36078,BRASIL,Orçamento não Apravado,ELÉTRICA
SETOR 7,,,,,SORDI,FORNECIMENTO DE MÃO DE OBRA E EQUIPAMENTOS PARA EXECUÇÃO DE PROJETO ESTRUTURAL DE PÓRTICO,1,13915.66,BRASIL,Cancelado,PROJETO
SETOR 7A,,,,,AWC SOL ENGENHARIA,GALPÃO PRÉ-MOLDADOS - ESTRUTURA (GALPÃO),1,148500,BRASIL,Cancelado,ESTRUTURAL
SETOR 7A,,,,,AWC SOL ENGENHARIA,GALPÃO PRÉ-MOLDADOS - TELHA ,1,15282.42,BRASIL,Cancelado,ESTRUTURAL
SETOR 7A,,,,,AWC SOL ENGENHARIA,GALPÃO PRÉ-MOLDADOS - PAINÉIS DE FECHAMENTO,1,109200,BRASIL,Cancelado,ESTRUTURAL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,COLUNA DE FERRO 5/16 20X7,18,1782,BRASIL,Comprado,CIVIL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,PEDRA BRITADA,3,597,BRASIL,Comprado,CIVIL
SETOR 7B,41850,19/02/2026,42699,03/03/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,"PERFIL AC U SIMPLES 5"" 130 X 40 X 2,65 ESP",60,1937.9999999999998,BRASIL,Comprado,ESTRUTURAL
SETOR 7B,41850,19/02/2026,42693,03/03/2026,LAGOS TELHAS LTDA,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M",15,4132.8,BRASIL,Comprado,ESTRUTURAL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,RADIES 5/16 70X70,4,159.6,BRASIL,Comprado,CIVIL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,MALHA 3.4 Q.61 15 X 15 3 X 2,15,1198.5,BRASIL,Comprado,CIVIL
SETOR 7B,41850,19/02/2026,,,,BETONEIRA 400L PRIME C/MOTOR MONO 2CV 220V 60HZ 4P C/KIT SEGURANCA BIVOLT,1,0,BRASIL,Em Orçamento,CIVIL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,SACO DE CIMENTO CPIII,25,997.5,BRASIL,Comprado,CIVIL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,AREIA,4,596,BRASIL,Comprado,CIVIL
SETOR 7B,41850,19/02/2026,42692,03/03/2026,RIOS & CORTES LTDA,CARRINHO DE MAO,1,179,BRASIL,Comprado,CIVIL
SETOR 7C,,,,,ENTER,CONSTRUÇÃO DO LABORATORIO - OPÇÃO 1 ,1,38376.75,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 7C,,,,,ENTER,CONSTRUÇÃO DO LABORATORIO - OPÇÃO 2,1,40894.8,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 9,,,,,DIAMETTRO,CONSTRUÇÃO DE SALA DE TREINAMENTO E SALA HSSE,1,192136,BRASIL,Orçamento não Apravado,ESTRUTURAL
SETOR 9,,,,,ENTER,CONSTRUÇÃO DE SALA DE TREINAMENTO E SALA HSSE,1,495386,BRASIL,Orçamento não Apravado,ESTRUTURAL
SETOR 2,,,,,COMPRA DE CABOS ELÉTRICOS PARA LIGAÇÃO DO PAINEL 380V,COMPRA DE CABOS ELÉTRICOS PARA LIGAÇÃO DO PAINEL 380V,0,0,BRASIL,Em Orçamento,ELÉTRICA
SETOR 2,,,42553,46077,COMPRA DE LUMINÁRIAS,COMPRA DE LUMINÁRIAS,0,600,BRASIL,Comprado,ELÉTRICA
SETOR 2,,,,,COMPRA DE PAINÉIS ELÉTRICOS,COMPRA DE PAINÉIS ELÉTRICOS,0,0,BRASIL,Em Orçamento,ELÉTRICA
SETOR 2,,,,,COMPRA DE ELETROCALHAS,COMPRA DE ELETROCALHAS,0,0,BRASIL,Em Orçamento,ELÉTRICA
SETOR 3,,,,,COMPRA DE CABOS ELÉTRICOS,COMPRA DE CABOS ELÉTRICOS,1,0,BRASIL,Em Orçamento,ELÉTRICA
SETOR 3,,,,,PINTURA E DEMARCAÇÕES DA ÁREA,PINTURA E DEMARCAÇÕES DA ÁREA,0,0,BRASIL,Em Orçamento,ELÉTRICA
SETOR 4,,46009,42924,46093,HENAN ZHONGGONG GROUP.,PÓRTICO PORTÁTIL 2T - 5M – GANTRY CRANE,1,15756.179999999998,CHINA,Comprado,ESTRUTURAL
SETOR 4,,46009,42924,46093,HENAN ZHONGGONG GROUP.,PÓRTICO PORTÁTIL 2T - 8M – GANTRY CRANE,2,55862.895000000004,CHINA,Comprado,ESTRUTURAL
SETOR 6,,,,,METALCOATING,CABINE DE JATO,1,200000,BRASIL,Orçamento não Apravado,ESTRUTURAL
SETOR 6,,,,,METALCOATING,TROLLER,1,75000,BRASIL,Orçamento não Apravado,ESTRUTURAL
SETOR 6,,,,,METALCOATING,CAVALETES,-,20000,BRASIL,Orçamento não Apravado,OPERACIONAL
SETOR 7C,,,,,METALCOATING,BOBCAT,1,30000,BRASIL,Orçamento não Apravado,ESTRUTURAL
SETOR 7C,,,,,METALCOATING,LABORÁTORIO DE FBE | PULLOFF COMPLETO,1,400000,BRASIL,Orçamento não Apravado,ESTRUTURAL
SETOR 6,41908,24/02/2026,42593,26/02/2026,CENTRAL DE AÇO MACAE LTDA,"DOBRADIÇA GONZO 1""",6,101.4,BRASIL,Comprado,ESTRUTURAL
SETOR 6,41908,24/02/2026,42594,26/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,METALON DW 40 X 40 (CHAPA 18),48,705.6,BRASIL,Comprado,ESTRUTURAL
SETOR 6,41908,24/02/2026,42594,26/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,"CHAPA DE AÇO LISA 2,65 MM X 1200 MM X 3000 MM",3010.82,21015.52,BRASIL,Comprado,ESTRUTURAL
SETOR 6,41908,24/02/2026,42594,26/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,"CANTONEIRA DE FERRO 2"" (50,8 X 50,8 X 1/4"")",60,2059.2,BRASIL,Comprado,ESTRUTURAL
SETOR 15,41908,24/02/2026,42594,26/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,"BARRA CHATA 2 1/2"" X 1/4""",12,218.88,BRASIL,Comprado,ESTRUTURAL
SETOR 7B,41934,26/02/2026,42608,27/02/2026,G5 EQUIPAMENTOS E CONSTRUCAO LTDA,LOCAÇÃO - COMPACTADORA DE SOLO,1,580,BRASIL,Comprado,ESTRUTURAL
SETOR 14,41832,12/02/2026,42524,24/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,"PERFIL AC U SIMPLES 5"" 130 X 40 X 2,65 ESP",90,2907,BRASIL,Comprado,ESTRUTURAL
SETOR 14,41832,12/02/2026,42524,24/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,FERRO U 6 ENRIJECIDO 150X60 CH 2.65,156,6542.64,BRASIL,Comprado,ESTRUTURAL
SETOR 14,41832,12/02/2026,42524,24/02/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,"PERFIL AC U SIMPLES 100 X 40 X 2,65 ESP",48,1169.76,BRASIL,Comprado,ESTRUTURAL
SETOR 2,41797,12/02/2026,042717    ,46085,RIOS & CORTES LTDA                                ,PEDRA BRITADA                                                                                       ,3,597,BRASIL,Comprado,CIVIL
SETOR 2,41797,12/02/2026,042717    ,46085,RIOS & CORTES LTDA                                ,"VERGALHAO CA 50 5/16""                                                                               ",40,1916,BRASIL,Comprado,CIVIL
SETOR 2,41797,12/02/2026,042717    ,46085,RIOS & CORTES LTDA                                ,AREIA                                                                                               ,1,150,BRASIL,Comprado,ESTRUTURAL
SETOR 2,41797,12/02/2026,042717    ,46085,RIOS & CORTES LTDA                                ,SACO DE CIMENTO CPIII                                                                               ,10,399,BRASIL,Comprado,CIVIL
SETOR 2,41797,12/02/2026,042717    ,46085,RIOS & CORTES LTDA                                ,BLOCO DE CIMENTO 10X20X40                                                                           ,100,390,BRASIL,Comprado,CIVIL
SETOR 14,41792,12/02/2026,42449,15/02/2026,RAFIL SUPRIMENTOS OFFSHORE LTDA,"PARAFUSO SEXTAVADO AUTOBROCANTE 12X4 ROSCA DUPLA 10,2CM",1000,2200,BRASIL,Comprado,ESTRUTURAL
SETOR 14,41792,12/02/2026,42450,15/02/2026,LAGOS TELHAS LTDA,TELHAS SANDUICHE H=100MM,168,20143.2,BRASIL,Comprado,ESTRUTURAL
SETOR 14,41792,12/02/2026,42449,15/02/2026,RAFIL SUPRIMENTOS OFFSHORE LTDA,FITA ANTICORROSIVA  100MM X 30M PRETA,5,1245,BRASIL,Comprado,OPERACIONAL
SETOR 2,41741,10/02/2026,42350,10/02/2026,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS,PARAFUSO  GALVANIZADO PARA TELHAS CABEÇA 8 MM X 20 MM,1000,340,BRASIL,Comprado,ESTRUTURAL
SETOR 2,41741,10/02/2026,42350,10/02/2026,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS,PARAFUSO  GALVANIZADO PARA TELHAS CABEÇA 8 MM X 20 MM,200,64,BRASIL,Comprado,ESTRUTURAL
SETOR 3,41705,09/02/2026,42397,12/02/2026,SOLDA BRASIL,CAVALETE DE TUBOS CABEÇA EM V REF. 781300,40,38920,BRASIL,Comprado,OPERACIONAL
SETOR 3,41642,04/02/2026,42276,05/02/2026,LAGOS TELHAS LTDA,TELHAS SANDUICHE H=100MM,102.4,12687.36,BRASIL,Comprado,ESTRUTURAL
SETOR 3,41532,28/01/2026,42113,28/01/2026,EDFER - COMERCIO DE FERRO E ACO LTDA,FERRO U 6 ENRIJECIDO 150X60 CH 2.65,78,3751.8,BRASIL,Comprado,ESTRUTURAL
SETOR 3,41273,12/01/2026,42141,29/01/2026,RAFIL SUPRIMENTOS OFFSHORE LTDA,"PARAFUSO SEXTAVADO AUTOBROCANTE 12X4 ROSCA DUPLA 10,2CM",1800,3960,BRASIL,Comprado,ESTRUTURAL
SETOR 15,29970,46111,43409,46112,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,AUMENTAR DIVISORIA NO ESTOQUE,1,1000,BRASIL,Comprado,ESTRUTURAL
SETOR 15,29970,46111,43409,46112,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,FABRICAÇÃO E INSTALAÇÃO DE 1 PRATELEIRA NO ESTOQUE,1,8250,BRASIL,Comprado,ESTRUTURAL
SETOR 3,29851,46085,42923,46093,RAFIL SUPRIMENTOS OFFSHORE LTDA,TELHAS TRANSLUCIDAS DE POLIPROPILENO TRAPÉZIO,42,6022.87,BRASIL,Comprado,ESTRUTURAL
SETOR 3,42084,46092,42926,46093,RAFIL SUPRIMENTOS OFFSHORE LTDA,LUMINÁRIA DE LED 400W HIGHBAY,50,9604,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 15,29970,46111,43409,46093,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,CONFECCIONAR MAIS 6 DIVISORIAS E 1 PRATELEIRAS,2,9250,BRASIL,Comprado,ESTRUTURAL
SETOR 3,42183,46097,43086,46100,MADEIREIRA OLIGRAN DE MACAE LTDA                  ,"COMPENSADO NAVAL 2,20 COMP. X 1,60M LARG. X 20 MM                                                   ",30,8991,BRASIL,Comprado,ESTRUTURAL
SETOR 3,42183,46097,43087,46100,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"BARRA CHATA 2"" X 1/4"" ESP. A36                                                                      ",72,1303.92,BRASIL,Comprado,ESTRUTURAL
SETOR 3,42183,46097,43087,46100,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"CANTONEIRA ABAS IGUAIS 2"" X 2"" X 1/4"" ESP. A36                                                      ",402,13700.16,BRASIL,Comprado,ESTRUTURAL
SETOR 3,42137,46097,43000,46100,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"METALON 60MM X 60MM X 3,2MM                                                                         ",192,15866.88,BRASIL,Comprado,ESTRUTURAL
SETOR 3,,,42708,46092,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"PERFIL AC U SIMPLES 5"" 130 X 40 X 2,65 ESP                                                          ",60,1938,BRASIL,Comprado,ESTRUTURAL
SETOR 3,,,,,CONUTWAY,ELECTRICAL CABLES,1,257204.98,CHINA,Orçamento não Apravado,ELÉTRICA
SETOR 4,,,,,PARAGUASSU PROJETOS,AVALIAÇAO E CALCULO ESTRUTURAL PONTE,1,9000,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 6,,,,,PARAGUASSU PROJETOS,AVALIAÇAO E CALCULO ESTRUTURAL MONORAIL,1,3600,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 6,030065    ,,43604,46121,PARAGUASSU PROJETOS,AVALIAÇAO E CALCULO ESTRUTURAL GALPÃO DE PINTURA,1,3200,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,,,PARAGUASSU PROJETOS,AVALIAÇAO E CALCULO ESTRUTURAL PISO DO GALPÃO,1,2000,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 1,,,,,PARAGUASSU PROJETOS,AVALIAÇAO E CALCULO ESTRUTURAL GALPÃP DE ARMAZENAMENTO,1,2200,BRASIL,Em Orçamento,ESTRUTURAL
SETOR 6,,,,,SHANDONG KAITAI,MECHANICAL SAND RECOVERY SYSTEM - SISTEMA DE JATO - VER_0,1,66907.5,CHINA,Em Orçamento,OPERACIONAL
SETOR 6,,,43932,46139,SHANDONG KAITAI,MECHANICAL SAND RECOVERY SYSTEM - SISTEMA DE JATO - VER_1,1,124306.875,CHINA,Comprado,OPERACIONAL
SETOR 6,030225    ,46122,43629,46125,HENAN ZHONGGONG GROUP.,Trackless Transfer Cart DWP-2T - Plataforma eletrica,3,91426.5,CHINA,Comprado,OPERACIONAL
SETOR 6,,,,46125,HENAN ZHONGGONG GROUP.,Trackless Transfer Cart DWP-10T - Plataforma eletrica,1,56157.75,CHINA,Orçamento não Apravado,OPERACIONAL
SETOR 6,030310    ,46122,43652,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"CANTONEIRA ABAS IGUAIS 2"" X 2"" X 1/4"" ESP. A36                                                      ",108,3930.12,BRASIL,Comprado,ESTRUTURAL
SETOR 15,030310    ,46122,43652,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"BARRA CHATA 2"" X 1/4"" ESP. A36                                                                      ",36,695.88,BRASIL,Comprado,ESTRUTURAL
SETOR 15,030272    ,46122,43646,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"PERFIL AC U SIMPLES 100 X 40 X 2,65 ESP                                                             ",96,2476.8,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,030272    ,46122,43646,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,PERFIL AC UDC ENRIJECIDO 75 X 40 X 15 X 2MM ESP                                                     ,252,4838.4,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,030272    ,46122,43646,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"PERFIL W150 X 22,50 KG/M ASTM A36 GR.B                                                              ",24,4806,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,030272    ,46122,43646,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"PERFIL U - 92MM X 30MM X 2,25MM - A36                                                               ",120,2016,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,030270    ,46122,43649,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"CANTONEIRA ABAS IGUAIS 2"" X 2"" X 1/4"" ESP. A36                                                      ",18,622.08,BRASIL,Comprado,ESTRUTURAL
SETOR 6,030270    ,46122,43649,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"CANTONEIRA ABAS IGUAIS 2 1/2"" X 2 1/2"" X 3/16"" ESP. A36                                             ",36,1188,BRASIL,Comprado,ESTRUTURAL
SETOR 6,030270    ,46122,43649,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"METALON 60MM X 60MM X 3,2MM                                                                         ",156,12891.84,BRASIL,Comprado,ESTRUTURAL
SETOR 6,030270    ,46122,43649,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,METALON DW 40 X 40 (CHAPA 18)                                                                       ,42,604.8,BRASIL,Comprado,ESTRUTURAL
SETOR 6,030270    ,46122,43649,46125,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"CHAPA DE AÇO LISA 2,65 MM X 1200 MM X 3000 MM                                                       ",1957.04,14286.39,BRASIL,Comprado,ESTRUTURAL
