row_key;item_id;setor;cotacao;data_cotacao;pedido;data_pedido;fornecedor;produto;quantidade;valor;origem;status_compra;disciplina;source_row
xlsx-25-05-26-row-0038;01A;SETOR 1A - ABASTECIMENTO;23189;2025-04-09;37072;2025-04-17;JC TOLEDO MATERIAIS DE CONSTRUCAO LTDA;BLOCO DE CIMENTO 10X20X40;100.0;310.0;BRASIL;Comprado;CIVIL;38
xlsx-25-05-26-row-0039;01A;SETOR 1A - ABASTECIMENTO;25155;2025-04-09;37211;2025-05-05;COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS;PARAFUSO AUTO BROCANTE N 12 X 3/4 Nº3;100.0;40.0;BRASIL;Comprado;ESTRUTURAL;39
xlsx-25-05-26-row-0040;13;SETOR 13;;2026-01-22;;;FORT CONSTRUCOES COMERCIO E SERVICOS LTDA;FABRICAR UM MEZANINO - ALMOXARIFADO;1.0;27500.0;BRASIL;Em Orçamento;ESTRUTURAL;40
xlsx-25-05-26-row-0041;14;SETOR 14;41869;2026-02-12;42517;2026-02-24;FORT CONSTRUCOES COMERCIO E SERVICOS LTDA;PLANO DE MELHORIA DO SETOR 14, TELHADO DA LAJE DA SALA DE CONTROLE.;1.0;25000.0;BRASIL;Comprado;ESTRUTURAL;41
xlsx-25-05-26-row-0042;01A;SETOR 1A;27625;2025-09-02;39207;2025-09-03;EDFER - COMERCIO DE FERRO E ACO LTDA;PERFIL AC U SIMPLES 100 X 40 X 2,65 ESP;120.0;2902.8;BRASIL;Comprado;ESTRUTURAL;42
xlsx-25-05-26-row-0043;01A;SETOR 1A;27625;2025-09-02;39208;2025-09-03;LAGOS TELHAS LTDA;TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M;45.0;9045.0;BRASIL;Comprado;CIVIL;43
xlsx-25-05-26-row-0044;01A;SETOR 1A;41292;2026-01-12;42236;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;PEDRA BRITADA;1.0;210.0;BRASIL;Comprado;CIVIL;44
xlsx-25-05-26-row-0045;01A;SETOR 1A;41292;2026-01-12;42236;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;BLOCO DE CIMENTO 10X20X40;60.0;228.0;BRASIL;Comprado;CIVIL;45
xlsx-25-05-26-row-0046;01A;SETOR 1A;41292;2026-01-12;42236;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;RADIES 5/16 70X70;6.0;239.4;BRASIL;Comprado;CIVIL;46
xlsx-25-05-26-row-0047;01A;SETOR 1A;41292;2026-01-12;42236;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;COLUNA DE FERRO 5/16 20X7;12.0;1380.0;BRASIL;Comprado;CIVIL;47
xlsx-25-05-26-row-0048;01A;SETOR 1A;41292;2026-01-12;42236;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;AREIA;2.0;300.0;BRASIL;Comprado;CIVIL;48
xlsx-25-05-26-row-0049;01A;SETOR 1A;41292;2026-01-12;42236;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;SACO DE CIMENTO CPIII;10.0;399.0;BRASIL;Comprado;CIVIL;49
xlsx-25-05-26-row-0050;01A;SETOR 1A;41292;2026-01-12;42237;2026-02-04;ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME;SIKA TOP 100 CX. 18KG;2.0;150.0;BRASIL;Comprado;CIVIL;50
xlsx-25-05-26-row-0051;01A;SETOR 1A;41643;2026-01-12;;;;BETONEIRA 400L PRIME C/MOTOR MONO 2CV 220V 60HZ 4P C/KIT SEGURANCA BIVOLT;1.0;0.0;BRASIL;Cancelado;CIVIL;51
xlsx-25-05-26-row-0052;02;SETOR 2;29817;2025-12-04;41097;2025-12-04;GON PETRO COMERCIAL LTDA;"PERFIL U ENRIJECIDO 3"" X 1.1/2"" X 3MM";150.0;8970.0;BRASIL;Comprado;ESTRUTURAL;52
xlsx-25-05-26-row-0053;02;SETOR 2;29817;2025-12-04;41098;2025-12-04;COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS;PARAFUSO GALVANIZADO PARA TELHA CABEÇA 10MM X 30MM;500.0;300.0;BRASIL;Comprado;ESTRUTURAL;53
xlsx-25-05-26-row-0054;02;SETOR 2;29817;2025-12-04;41099;2025-12-04;LAGOS TELHAS LTDA;TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M;50.0;10050.0;BRASIL;Cancelado;ESTRUTURAL;54
xlsx-25-05-26-row-0055;02;SETOR 2;41641;2026-02-04;42278;2026-02-06;FORT CONSTRUCOES COMERCIO E SERVICOS LTDA;SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO - ESTRUTURA DE PAREDE DA AREA 2;1.0;11000.0;BRASIL;Comprado;ESTRUTURAL;55
xlsx-25-05-26-row-0056;03;SETOR 3;25427;2025-06-04;37762;2025-06-11;CONSTRUTORA SORDI LTDA;SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO;1.0;37600.0;BRASIL;Comprado;ESTRUTURAL;56
xlsx-25-05-26-row-0057;03;SETOR 3;27860;2025-09-29;40626;2025-11-13;LAGOS TELHAS LTDA;TELHAS SANDUICHE H=100MM;400.0;67029.9;BRASIL;Comprado;ESTRUTURAL;57
xlsx-25-05-26-row-0058;03;SETOR 3;29786;2025-12-01;41010;2025-12-02;FORT CONSTRUCOES COMERCIO E SERVICOS LTDA;SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO;1.0;18900.0;BRASIL;Comprado;ESTRUTURAL;58
xlsx-25-05-26-row-0059;03;SETOR 3;41253;2026-01-09;41857;2026-01-13;FORT CONSTRUCOES COMERCIO E SERVICOS LTDA;SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO;1.0;42000.0;BRASIL;Comprado;ESTRUTURAL;59
xlsx-25-05-26-row-0060;03;SETOR 3;41269;2026-01-11;42101;2026-01-28;RAFIL SUPRIMENTOS OFFSHORE LTDA;FITA ANTICORROSIVA 100MM X 30M PRETA;8.0;1992.0;BRASIL;Comprado;ESTRUTURAL;60
xlsx-25-05-26-row-0061;03;SETOR 3;41273;2026-01-12;42141;2026-01-29;RAFIL SUPRIMENTOS OFFSHORE LTDA;PARAFUSO SEXTAVADO AUTOBROCANTE 12X4 ROSCA DUPLA 10,2CM;1800.0;3960.0;BRASIL;Comprado;ESTRUTURAL;61
xlsx-25-05-26-row-0062;03;SETOR 3;41574;2026-01-30;42324;2026-02-09;LAGOS TELHAS LTDA;TELHAS SANDUICHE H=100MM;150.0;35125.65;BRASIL;Comprado;ESTRUTURAL;62
xlsx-25-05-26-row-0063;03;SETOR 3;;;;;PROJECARD;PROJETO E CÁLCULO DE PÓRTICO SOBRE TRILHO;1.0;6260.0;BRASIL;Cancelado;PROJETO;63
xlsx-25-05-26-row-0064;03;SETOR 3;;;;;BARBARA COSNTRUÇÃO;FABRICAÇÃO DA ESTRUTURA - TESOURAS + MONTAGEM (FORN BARBARA CONSTRU);1.0;145000.0;BRASIL;Cancelado;ESTRUTURAL;64
xlsx-25-05-26-row-0065;03;SETOR 3;;;;;VOCAN;FABRICAÇÃO DA ESTRUTURA - TESOURAS + MONTAGEM (FORN VOLCAN);1.0;189750.0;BRASIL;Cancelado;ESTRUTURAL;65
xlsx-25-05-26-row-0066;03;SETOR 3;;;;;DIAMETTRO;FABRICAÇÃO DE 7 TESOURAS - (FORN DIAMETRO);1.0;72500.0;BRASIL;Cancelado;ESTRUTURAL;66
xlsx-25-05-26-row-0067;03;SETOR 3 - PETROHAB;25094;2025-04-25;37217;2025-05-05;SERFER COM E IND FERRO E AÇO LTDA;"CHAPA DE XADREZ 1/4"" A36";3160.0;8315.86;BRASIL;Comprado;ESTRUTURAL;67
xlsx-25-05-26-row-0068;03;SETOR 3 - PETROHAB;25513;2025-06-11;37969;2025-06-24;CEDISA CENTRAL DE ACO S/A - FABRICACAO;"CHAPA DE XADREZ 1/4"" A36";890.0;5750.02;BRASIL;Comprado;ESTRUTURAL;68
xlsx-25-05-26-row-0069;04;SETOR 4;24509;2025-02-18;36110;2025-02-24;JCM NITEROI REFRIGERAÇÃO LTDA;BEBEDOURO INDUSTRIAL 200 LITROS ACO INOX;1.0;3628.65;BRASIL;Comprado;OPERACIONAL;69
xlsx-25-05-26-row-0070;04;SETOR 4;;2025-12-01;;;ONEN;EMPILHADEIRA – FORKLIFT-CPDD-V3530L;1.0;98968.97;CHINA;Orçamento não Aprovado;OPERACIONAL;70
xlsx-25-05-26-row-0071;04;SETOR 4;;2025-12-01;;;FEIDA;MÁQUINA DE SOLDA TIG – TIG-250;1.0;914.38;CHINA;Orçamento não Aprovado;OPERACIONAL;71
xlsx-25-05-26-row-0072;04;SETOR 4;;2025-12-01;;;FEIDA;MÁQUINA DE SOLDA MIG – MIG-300;1.0;2916.38;CHINA;Orçamento não Aprovado;OPERACIONAL;72
xlsx-25-05-26-row-0073;04;SETOR 4;;2025-12-01;;;KAITAI;MÁQUINA DE SOLDA TIG AC/DC – TIG-250AC/DC;1.0;2184.39;CHINA;Orçamento não Aprovado;OPERACIONAL;73
xlsx-25-05-26-row-0074;04;SETOR 4;;2025-12-01;;;KAITAI;MÁQUINA DE SOLDA MIG – MIG 350H;1.0;3413.12;CHINA;Orçamento não Aprovado;OPERACIONAL;74
xlsx-25-05-26-row-0075;04;SETOR 4;;2025-12-01;;;ANHUI HUAXIA;GUILHOTINA HIDRÁULICA – QC11K-16X2500;1.0;152907.76;CHINA;Orçamento não Aprovado;OPERACIONAL;75
xlsx-25-05-26-row-0076;04;SETOR 4;;2025-12-01;;;CNC RADIAL DRILLING;FURADEIRA RADIAL – Z3040*10;1.0;27304.97;CHINA;Orçamento não Aprovado;OPERACIONAL;76
xlsx-25-05-26-row-0077;04;SETOR 4;;2025-12-01;;;JIANGSU BOHUI MACHINERY;SUPORTE DE TUBO COM RODAS – PIPE JACK STAND WITH WHEELS-BRACKET/11 07;1.0;698.29;CHINA;Orçamento não Aprovado;OPERACIONAL;77
xlsx-25-05-26-row-0078;04;SETOR 4;;2025-12-01;;;JIANGSU BOHUI MACHINERY;SUPORTE DE TUBO – PIPE SUPPORT STAND-BRACKET/11 07R;1.0;262.09;CHINA;Orçamento não Aprovado;OPERACIONAL;78
xlsx-25-05-26-row-0079;04;SETOR 4;;2025-12-01;;;HANGZHOU DOWELD PIPING TECHNOLOGY CO.;CHANFRO MÁQUINA – BEVELING-WPP252-1;1.0;7611.26;CHINA;Orçamento não Aprovado;OPERACIONAL;79
xlsx-25-05-26-row-0080;04;SETOR 4;;2025-12-01;;;HANGZHOU DOWELD PIPING TECHNOLOGY CO.;CHANFRO MÁQUINA – BEVELING-M42;1.0;266.23;CHINA;Orçamento não Aprovado;OPERACIONAL;80
xlsx-25-05-26-row-0081;04;SETOR 4;;2025-12-01;;;HANGZHOU DOWELD PIPING TECHNOLOGY CO.;CHANFRO MÁQUINA – BEVELING-WPE-352;1.0;8880.99;CHINA;Orçamento não Aprovado;OPERACIONAL;81
xlsx-25-05-26-row-0082;04;SETOR 4;;2025-12-01;;;HANGZHOU DOWELD PIPING TECHNOLOGY CO.;CHANFRO MÁQUINA – BEVELING-M42;1.0;266.23;CHINA;Orçamento não Aprovado;OPERACIONAL;82
xlsx-25-05-26-row-0083;04;SETOR 4;;2025-12-01;;;HANGZHOU DOWELD PIPING TECHNOLOGY CO.;CHANFRO MÁQUINA – BEVELING-WPP120;1.0;5290.38;CHINA;Orçamento não Aprovado;OPERACIONAL;83
xlsx-25-05-26-row-0084;04;SETOR 4;;2025-12-01;;;HANGZHOU DOWELD PIPING TECHNOLOGY CO.;CHANFRO MÁQUINA – BEVELING-M42;1.0;266.23;CHINA;Orçamento não Aprovado;OPERACIONAL;84
xlsx-25-05-26-row-0085;04;SETOR 4;;2025-12-01;;;FOSHAN JUNDELONG MACHINERY EQUIPMENT;MÁQUINA DE CORTE DE TUBO – PIPE CUTTING-JD-300;1.0;4778.33;CHINA;Orçamento não Aprovado;OPERACIONAL;85
xlsx-25-05-26-row-0086;04;SETOR 4;;2025-12-01;;;WINCOO ENGINEERING CO.;MÁQUINA DE CHANFRO DE TUBO – PIPE BEVELING-WG2-11;1.0;3850.0;CHINA;Orçamento não Aprovado;OPERACIONAL;86
xlsx-25-05-26-row-0087;04;SETOR 4;;2025-12-18;;;MUTIAN -;PORTICO ELÉTRICO;1.0;13523.13;CHINA;Orçamento não Aprovado;OPERACIONAL;87
xlsx-25-05-26-row-0088;04;SETOR 4;;2025-12-18;;;NANJIE -;CARRINHO ELÉTRICO;1.0;3839.89;CHINA;Orçamento não Aprovado;OPERACIONAL;88
xlsx-25-05-26-row-0089;04;SETOR 4;;2025-12-18;;;HUAYUAN -;PONTE ROLANTE;1.0;73323.25;CHINA;Orçamento não Aprovado;OPERACIONAL;89
xlsx-25-05-26-row-0090;04;SETOR 4;;2025-12-18;;;PEISA -;PORTICO ELÉTRICO;1.0;6707.66;CHINA;Orçamento não Aprovado;OPERACIONAL;90
xlsx-25-05-26-row-0091;04;SETOR 4;;2025-12-18;;;WUXI DATANG DLH0810 -;MANIPULADOR DE SOLDAGEM;1.0;64410.02;CHINA;Orçamento não Aprovado;OPERACIONAL;91
xlsx-25-05-26-row-0092;04;SETOR 4;;2025-12-18;;;WUXI DATANG DLH1520 -;MANIPULADOR DE SOLDAGEM;1.0;172045.53;CHINA;Orçamento não Aprovado;OPERACIONAL;92
xlsx-25-05-26-row-0093;04;SETOR 4;;2025-12-18;;;WUXI DATANG HB12 -;POSICIONADOR DE SOLDAGEM;1.0;779413.25;CHINA;Orçamento não Aprovado;OPERACIONAL;93
xlsx-25-05-26-row-0094;04;SETOR 4;;2025-12-18;;;WUXI DATANG -;KIT DE PEÇAS DE REPOSIÇÃO;1.0;48683.25;CHINA;Orçamento não Aprovado;OPERACIONAL;94
xlsx-25-05-26-row-0095;04;SETOR 4;;2025-12-18;;;ACME 6036TKA -;MÁQUINA DE CORTE LASER DE TUBO;1.0;1429312.5;CHINA;Cancelado;OPERACIONAL;95
xlsx-25-05-26-row-0096;04;SETOR 4;;2025-12-18;;;ACME 6055TKA;MÁQUINA DE CORTE LASER DE TUBO;1.0;1944250.0;CHINA;Cancelado;OPERACIONAL;96
xlsx-25-05-26-row-0097;04;SETOR 4;;2025-12-18;;;HONHNIU HN6036SN;MÁQUINA DE CORTE LASER DE TUBO FIBRA;1.0;1266650.0;CHINA;Cancelado;OPERACIONAL;97
xlsx-25-05-26-row-0098;04;SETOR 4;;2025-12-18;;;SENFENG SF6035GST;MÁQUINA DE CORTE LASER DE TUBO;1.0;2204125.0;CHINA;Cancelado;OPERACIONAL;98
xlsx-25-05-26-row-0099;04;SETOR 4;;2025-12-18;;;WUXI DATANG;POSICIONADOR DE SOLDA – WELDING POSITIONER;1.0;16177.6;CHINA;Cancelado;OPERACIONAL;99
xlsx-25-05-26-row-0100;04;SETOR 4;;2025-12-18;;;WUXI DATANG;VIRADOR DE SOLDA LEVE – LIGHT WELDING ROTATOR;1.0;72758.46;CHINA;Cancelado;OPERACIONAL;100
xlsx-25-05-26-row-0101;04;SETOR 4;;2025-12-18;;;WUXI DATANG;VIRADOR DE SOLDA COM FUSO AJUSTÁVEL – LEAD SCREW ADJUSTABLE WELDING ROTATOR;1.0;239265.57;CHINA;Orçamento não Aprovado;OPERACIONAL;101
xlsx-25-05-26-row-0102;04;SETOR 4;;2025-12-18;;;WUXI DATANG;MANIPULADOR DE SOLDA TIPO PEQUENO – SMALL TYPE WELDING MANIPULATOR;1.0;75314.28;CHINA;Orçamento não Aprovado;OPERACIONAL;102
xlsx-25-05-26-row-0103;04;SETOR 4;;2025-12-18;;;WUXI DATANG;MÁQUINA DE CORTE CNC PLASMA COM CHANFRO – CNC PLASMA BEVEL CUTTING MACHINE;1.0;362840.75;CHINA;Cancelado;OPERACIONAL;103
xlsx-25-05-26-row-0104;04;SETOR 4;;2025-12-18;;;WUXI DATANG;PEÇAS DE REPOSIÇÃO PARA 1 ANO – ONE YEAR SPARE;1.0;57241.61;CHINA;Cancelado;OPERACIONAL;104
xlsx-25-05-26-row-0105;04;SETOR 4;;2025-12-18;;;QIANSHAN;MÁQUINA CNC CORTE DE PERFIL DE TUBO FLAME/PLASMA – CNC FLAME/PLASMA PIPE PROFILE CUTTING MACHINE;1.0;842867.22;CHINA;Cancelado;OPERACIONAL;105
xlsx-25-05-26-row-0106;04;SETOR 4;;2025-12-18;;;QIANSHAN;MÁQUINA CNC CORTE DE PERFIL DE TUBO PLASMA – CNC PLASMA PIPE PROFILE CUTTING MACHINE;1.0;570974.54;CHINA;Cancelado;OPERACIONAL;106
xlsx-25-05-26-row-0107;04;SETOR 4;;2025-12-18;;;LIAOLING HUAYUAN;PONTE ROLANTE DE VIGA SIMPLES – 3 TONELADAS;1.0;497253.58;CHINA;Orçamento não Aprovado;OPERACIONAL;107
xlsx-25-05-26-row-0108;04;SETOR 4;;2025-12-18;;;TXK;GUINDASTE COM GANCHO – HOOK CRANE;1.0;7585.85;CHINA;Orçamento não Aprovado;OPERACIONAL;108
xlsx-25-05-26-row-0109;04;SETOR 4;;2025-12-18;;;TXK;GUINDASTE COM GANCHO – HOOK CRANE;1.0;9054.05;CHINA;Orçamento não Aprovado;OPERACIONAL;109
xlsx-25-05-26-row-0110;04;SETOR 4;;2025-12-18;;;LUZHONG;FURADEIRA RADIAL;1.0;25829.84;CHINA;Orçamento não Aprovado;OPERACIONAL;110
xlsx-25-05-26-row-0111;04;SETOR 4;;2025-12-18;;;BETTER;PALETEIRA ELÉTRICA – 2 METROS / 2 TONELADAS;1.0;233827.73;CHINA;Orçamento não Aprovado;OPERACIONAL;111
xlsx-25-05-26-row-0112;04;SETOR 4;;2025-12-18;;;BOHUI MACHINERY;SUPORTE DE TUBO;1.0;18896.57;CHINA;Orçamento não Aprovado;OPERACIONAL;112
xlsx-25-05-26-row-0113;06;SETOR 6;;2025-12-18;;;PUHUA GROUP;CABINE DE JATEAMENTO COM RECUPERAÇÃO – RECOVERY SAND BLASTING BOOTH;1.0;419802.27;CHINA;Orçamento não Aprovado;OPERACIONAL;113
xlsx-25-05-26-row-0114;06;SETOR 6;;2025-12-18;;;QINGGONG;CABINE DE JATEAMENTO COM RECUPERAÇÃO – RECOVERY SAND BLASTING BOOTH;1.0;774894.02;CHINA;Orçamento não Aprovado;OPERACIONAL;114
xlsx-25-05-26-row-0115;04;SETOR 4;;2025-12-18;;;HUAGONG;CORTE A LASER & BISEL – LASER CUT & BEZEL;1.0;2127560.05;CHINA;Cancelado;OPERACIONAL;115
xlsx-25-05-26-row-0116;04;SETOR 4;;2025-12-18;;;HUAGONG;CORTE A LASER & BISEL – LASER CUT & BEZEL;1.0;2175141.24;CHINA;Cancelado;OPERACIONAL;116
xlsx-25-05-26-row-0117;04;SETOR 4;;2025-12-18;;;NUOMAN;PALETEIRA ELETRICA 2 TON - ELECTRIC STACKER;1.0;44467.5;CHINA;Orçamento não Aprovado;OPERACIONAL;117
xlsx-25-05-26-row-0118;04;SETOR 4;;2025-12-18;;;FABRICANTE - CHINA;PATRELEIRA PORTA PALLET PARA O ESTOQUE;25.0;55362.04;CHINA;Orçamento não Aprovado;OPERACIONAL;118
xlsx-25-05-26-row-0119;04;SETOR 4;;2026-02-05;;;SILBER DO BRASIL;MAQUINA DE CORTE E BISEL CNC PLASMA;1.0;615000.0;BRASIL;Cancelado;OPERACIONAL;119
xlsx-25-05-26-row-0120;02;SETOR 2;41750;2026-02-10;42355;2026-02-10;LANSUN - CHINA;MAQUINA DE CORTE E BISEL CNC PLASMA LANSUN ZLQ-54G;1.0;172012.5;CHINA;Comprado;OPERACIONAL;120
xlsx-25-05-26-row-0121;04;SETOR 4;41750;2026-02-12;42390;2026-02-12;WUXI HALDEN;ROLETES PARA SOLDA CR1 E CR3;1.0;43594.07;CHINA;Comprado;OPERACIONAL;121
xlsx-25-05-26-row-0122;04;SETOR 4;41779;2026-02-13;42412;2026-02-20;COPERFERRO;BANCADAS METALICAS - FABRICA;1.0;38688.0;BRASIL;Comprado;OPERACIONAL;122
xlsx-25-05-26-row-0123;02;SETOR 2;41907;;42550;2026-02-25;LANSUN - CHINA;ACESSORIOS DIVERSOS DA CNC CORTE PLASMA;1.0;11464.86;CHINA;Comprado;OPERACIONAL;123
xlsx-25-05-26-row-0124;04;SETOR 4;;;;;PROJECARD;PROJETO ESTRUTURAL PARA PONTE ROLANTE + PROJETO;40.0;21960.0;BRASIL;Em Orçamento;PROJETO;124
xlsx-25-05-26-row-0125;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;BLOCO DE ESPUMA P/ CAMURÇA;5.0;30.8;BRASIL;Comprado;AMPLIAÇÃO CQ;125
xlsx-25-05-26-row-0126;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;AREIA;8.0;1126.4;BRASIL;Comprado;AMPLIAÇÃO CQ;126
xlsx-25-05-26-row-0127;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;LIGA PARAISO ( SACO 20KG);15.0;145.2;BRASIL;Comprado;AMPLIAÇÃO CQ;127
xlsx-25-05-26-row-0128;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;CARRINHO DE MAO;1.0;152.68;BRASIL;Comprado;AMPLIAÇÃO CQ;128
xlsx-25-05-26-row-0129;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;DESEMPENADEIRA PLASTICA 12X28 CM;1.0;13.28;BRASIL;Comprado;AMPLIAÇÃO CQ;129
xlsx-25-05-26-row-0130;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;DESEMPENADEIRA MADEIRA 19X29 CM;1.0;24.08;BRASIL;Comprado;AMPLIAÇÃO CQ;130
xlsx-25-05-26-row-0131;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38010;2025-06-26;MARIO TELHAS COMERCIO DE MATERIAIS DE CONSTRUÇÃO;REGUA DE ALUMINIO 2,5M;1.0;54.96;BRASIL;Comprado;AMPLIAÇÃO CQ;131
xlsx-25-05-26-row-0132;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;ESPAÇADOR NIVELADOR 2MM SACOS C/ 50 UNID.;10.0;243.84;BRASIL;Comprado;AMPLIAÇÃO CQ;132
xlsx-25-05-26-row-0133;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;REJUNTE QUARTZOLIT P/ PORCELANATO 1KG;15.0;199.47;BRASIL;Comprado;AMPLIAÇÃO CQ;133
xlsx-25-05-26-row-0134;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;ARGAMASSA;10.0;197.9;BRASIL;Comprado;AMPLIAÇÃO CQ;134
xlsx-25-05-26-row-0135;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;SIFAO SANFONADO UNIVERSAL BRANCO;4.0;19.36;BRASIL;Comprado;AMPLIAÇÃO CQ;135
xlsx-25-05-26-row-0136;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;JOELHO ESGOTO 40X45;4.0;8.04;BRASIL;Comprado;AMPLIAÇÃO CQ;136
xlsx-25-05-26-row-0137;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;PORCELANATO;130.83;6474.78;BRASIL;Comprado;AMPLIAÇÃO CQ;137
xlsx-25-05-26-row-0138;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;LAVATORIO 53CM BRANCO;1.0;232.4;BRASIL;Comprado;AMPLIAÇÃO CQ;138
xlsx-25-05-26-row-0139;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;JOELHO 90° PVC SOLDAVEL 25 MM;10.0;6.9;BRASIL;Comprado;AMPLIAÇÃO CQ;139
xlsx-25-05-26-row-0140;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;REGISTRO SOLDAVEL PVC 25MM;2.0;30.24;BRASIL;Comprado;AMPLIAÇÃO CQ;140
xlsx-25-05-26-row-0141;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;VALVULA LAVATORIO C/ PORTAL METAL 7CM;1.0;8.31;BRASIL;Comprado;AMPLIAÇÃO CQ;141
xlsx-25-05-26-row-0142;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;DUCHA HIGIENICA;3.0;346.08;BRASIL;Comprado;AMPLIAÇÃO CQ;142
xlsx-25-05-26-row-0143;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;ENGATE FLEXÍVEL PVC DE 50CM;5.0;31.4;BRASIL;Comprado;AMPLIAÇÃO CQ;143
xlsx-25-05-26-row-0144;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;TORNEIRA LAVATÓRIO AUTOMÁTICA;1.0;183.59;BRASIL;Comprado;AMPLIAÇÃO CQ;144
xlsx-25-05-26-row-0145;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;REJUNTE EXTRA FINO 1KG;5.0;99.1;BRASIL;Comprado;AMPLIAÇÃO CQ;145
xlsx-25-05-26-row-0146;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;TUBO PVC ESGOTO 40MM;1.0;76.38;BRASIL;Comprado;AMPLIAÇÃO CQ;146
xlsx-25-05-26-row-0147;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;TE SOLDAVEL C/ BUCHA LATAO 90º RE. 25MM X 3/4;2.0;26.98;BRASIL;Comprado;AMPLIAÇÃO CQ;147
xlsx-25-05-26-row-0148;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;JOELHO 90° SOLD BC LT 25MM X 1/2;10.0;54.0;BRASIL;Comprado;AMPLIAÇÃO CQ;148
xlsx-25-05-26-row-0149;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;REVESTIMENTO 33 X60CM P/ BANHEIRO;32.32;872.32;BRASIL;Comprado;AMPLIAÇÃO CQ;149
xlsx-25-05-26-row-0150;04;SETOR 4 - SALA DA QUALIDADE;25612;2025-06-19;38011;2025-06-26;MYSA S/A;CUNHA P/ NIVELAMENTO BASÍCO SACOS C/50 UNID.;10.0;105.6;BRASIL;Comprado;AMPLIAÇÃO CQ;150
